0;383;24048;24059
1;886;24048;24059
2;777;24048;24059
3;915;24048;24059
4;793;24048;24059
5;335;24048;24059
6;386;24048;24059
7;492;24048;24059
8;649;24048;24059
9;421;24048;24059
0;362;24048;24059
1;27;24048;24059
2;690;24048;24059
3;59;24048;24059
4;763;24048;24059
5;926;24048;24059
6;540;24048;24059
7;426;24048;24059
8;172;24048;24059
9;736;24048;24059
0;211;24048;24059
1;368;24048;24059
2;567;24048;24059
3;429;24048;24059
4;782;24048;24059
5;530;24048;24059
6;862;24048;24059
7;123;24048;24059
8;67;24048;24059
9;135;24048;24059
0;929;24048;24059
1;802;24048;24059
2;22;24048;24059
3;58;24048;24059
4;69;24048;24059
5;167;24048;24059
6;393;24048;24059
7;456;24048;24059
8;11;24048;24059
9;42;24048;24059
0;229;24048;24059
1;373;24048;24059
2;421;24048;24059
3;919;24048;24059
4;784;24048;24059
5;537;24048;24059
6;198;24048;24059
7;324;24048;24059
8;315;24048;24059
9;370;24048;24059
0;413;24048;24059
1;526;24048;24059
2;91;24048;24059
3;980;24048;24059
4;956;24048;24059
5;873;24048;24059
6;862;24048;24059
7;170;24048;24059
8;996;24048;24059
9;281;24048;24059
0;305;24048;24059
1;925;24048;24059
2;84;24048;24059
3;327;24048;24059
4;336;24048;24059
5;505;24048;24059
6;846;24048;24059
7;729;24048;24059
8;313;24048;24059
9;857;24048;24059
0;124;24048;24059
1;895;24048;24059
2;582;24048;24059
3;545;24048;24059
4;814;24048;24059
5;367;24048;24059
6;434;24048;24059
7;364;24048;24059
8;43;24048;24059
9;750;24048;24059
0;87;24048;24059
1;808;24048;24059
2;276;24048;24059
3;178;24048;24059
4;788;24048;24059
5;584;24048;24059
6;403;24048;24059
7;651;24048;24059
8;754;24048;24059
9;399;24048;24059
0;932;24048;24059
1;60;24048;24059
2;676;24048;24059
3;368;24048;24059
4;739;24048;24059
5;12;24048;24059
6;226;24048;24059
7;586;24048;24059
8;94;24048;24059
9;539;24048;24059
0;795;24048;24059
1;570;24048;24059
2;434;24048;24059
3;378;24048;24059
4;467;24048;24059
5;601;24048;24059
6;97;24048;24059
7;902;24048;24059
8;317;24048;24059
9;492;24048;24059
0;652;24048;24059
1;756;24048;24059
2;301;24048;24059
3;280;24048;24059
4;286;24048;24059
5;441;24048;24059
6;865;24048;24059
7;689;24048;24059
8;444;24048;24059
9;619;24048;24059
0;440;24048;24059
1;729;24048;24059
2;31;24048;24059
3;117;24048;24059
4;97;24048;24059
5;771;24048;24059
6;481;24048;24059
7;675;24048;24059
8;709;24048;24059
9;927;24048;24059
0;567;24048;24059
1;856;24048;24059
2;497;24048;24059
3;353;24048;24059
4;586;24048;24059
5;965;24048;24059
6;306;24048;24059
7;683;24048;24059
8;219;24048;24059
9;624;24048;24059
0;528;24048;24059
1;871;24048;24059
2;732;24048;24059
3;829;24048;24059
4;503;24048;24059
5;19;24048;24059
6;270;24048;24059
7;368;24048;24059
8;708;24048;24059
9;715;24048;24059
0;340;24048;24059
1;149;24048;24059
2;796;24048;24059
3;723;24048;24059
4;618;24048;24059
5;245;24048;24059
6;846;24048;24059
7;451;24048;24059
8;921;24048;24059
9;555;24048;24059
0;379;24048;24059
1;488;24048;24059
2;764;24048;24059
3;228;24048;24059
4;841;24048;24059
5;350;24048;24059
6;193;24048;24059
7;500;24048;24059
8;34;24048;24059
9;764;24048;24059
0;124;24048;24059
1;914;24048;24059
2;987;24048;24059
3;856;24048;24059
4;743;24048;24059
5;491;24048;24059
6;227;24048;24059
7;365;24048;24059
8;859;24048;24059
9;936;24048;24059
0;432;24048;24059
1;551;24048;24059
2;437;24048;24059
3;228;24048;24059
4;275;24048;24059
5;407;24048;24059
6;474;24048;24059
7;121;24048;24059
8;858;24048;24059
9;395;24048;24059
0;29;24048;24059
1;237;24048;24059
2;235;24048;24059
3;793;24048;24059
4;818;24048;24059
5;428;24048;24059
6;143;24048;24059
7;11;24048;24059
8;928;24048;24059
9;529;24048;24059
0;776;24048;24059
1;404;24048;24059
2;443;24048;24059
3;763;24048;24059
4;613;24048;24059
5;538;24048;24059
6;606;24048;24059
7;840;24048;24059
8;904;24048;24059
9;818;24048;24059
0;128;24048;24059
1;688;24048;24059
2;369;24048;24059
3;917;24048;24059
4;917;24048;24059
5;996;24048;24059
6;324;24048;24059
7;743;24048;24059
8;470;24048;24059
9;183;24048;24059
0;490;24048;24059
1;499;24048;24059
2;772;24048;24059
3;725;24048;24059
4;644;24048;24059
5;590;24048;24059
6;505;24048;24059
7;139;24048;24059
8;954;24048;24059
9;786;24048;24059
0;669;24048;24059
1;82;24048;24059
2;542;24048;24059
3;464;24048;24059
4;197;24048;24059
5;507;24048;24059
6;355;24048;24059
7;804;24048;24059
8;348;24048;24059
9;611;24048;24059
0;622;24048;24059
1;828;24048;24059
2;299;24048;24059
3;343;24048;24059
4;746;24048;24059
5;568;24048;24059
6;340;24048;24059
7;422;24048;24059
8;311;24048;24059
9;810;24048;24059
0;605;24048;24059
1;801;24048;24059
2;661;24048;24059
3;730;24048;24059
4;878;24048;24059
5;305;24048;24059
6;320;24048;24059
7;736;24048;24059
8;444;24048;24059
9;626;24048;24059
0;522;24048;24059
1;465;24048;24059
2;708;24048;24059
3;416;24048;24059
4;282;24048;24059
5;258;24048;24059
6;924;24048;24059
7;637;24048;24059
8;62;24048;24059
9;624;24048;24059
0;600;24048;24059
1;36;24048;24059
2;452;24048;24059
3;899;24048;24059
4;379;24048;24059
5;550;24048;24059
6;468;24048;24059
7;71;24048;24059
8;973;24048;24059
9;131;24048;24059
0;881;24048;24059
1;930;24048;24059
2;933;24048;24059
3;894;24048;24059
4;660;24048;24059
5;163;24048;24059
6;199;24048;24059
7;981;24048;24059
8;899;24048;24059
9;996;24048;24059
0;959;24048;24059
1;773;24048;24059
2;813;24048;24059
3;668;24048;24059
4;190;24048;24059
5;95;24048;24059
6;926;24048;24059
7;466;24048;24059
8;84;24048;24059
9;340;24048;24059
0;90;24048;24059
1;684;24048;24059
2;376;24048;24059
3;542;24048;24059
4;936;24048;24059
5;107;24048;24059
6;445;24048;24059
7;756;24048;24059
8;179;24048;24059
9;418;24048;24059
0;887;24048;24059
1;412;24048;24059
2;348;24048;24059
3;172;24048;24059
4;659;24048;24059
5;9;24048;24059
6;336;24048;24059
7;210;24048;24059
8;342;24048;24059
9;587;24048;24059
0;206;24048;24059
1;301;24048;24059
2;713;24048;24059
3;372;24048;24059
4;321;24048;24059
5;255;24048;24059
6;819;24048;24059
7;599;24048;24059
8;721;24048;24059
9;904;24048;24059
0;939;24048;24059
1;811;24048;24059
2;940;24048;24059
3;667;24048;24059
4;705;24048;24059
5;228;24048;24059
6;127;24048;24059
7;150;24048;24059
8;984;24048;24059
9;658;24048;24059
0;920;24048;24059
1;224;24048;24059
2;422;24048;24059
3;269;24048;24059
4;396;24048;24059
5;81;24048;24059
6;630;24048;24059
7;84;24048;24059
8;292;24048;24059
9;972;24048;24059
0;672;24048;24059
1;850;24048;24059
2;625;24048;24059
3;385;24048;24059
4;222;24048;24059
5;299;24048;24059
6;640;24048;24059
7;42;24048;24059
8;898;24048;24059
9;713;24048;24059
0;298;24048;24059
1;190;24048;24059
2;524;24048;24059
3;590;24048;24059
4;209;24048;24059
5;581;24048;24059
6;819;24048;24059
7;336;24048;24059
8;732;24048;24059
9;155;24048;24059
0;994;24048;24059
1;4;24048;24059
2;379;24048;24059
3;769;24048;24059
4;273;24048;24059
5;776;24048;24059
6;850;24048;24059
7;255;24048;24059
8;860;24048;24059
9;142;24048;24059
0;579;24048;24059
1;884;24048;24059
2;993;24048;24059
3;205;24048;24059
4;621;24048;24059
5;567;24048;24059
6;504;24048;24059
7;613;24048;24059
8;961;24048;24059
9;754;24048;24059
0;326;24048;24059
1;259;24048;24059
2;944;24048;24059
3;202;24048;24059
4;202;24048;24059
5;506;24048;24059
6;784;24048;24059
7;21;24048;24059
8;842;24048;24059
9;868;24048;24059
0;528;24048;24059
1;189;24048;24059
2;872;24048;24059
3;908;24048;24059
